ingredient,source_medicine_count,source_composition_count,source_evidence,sample_source_medicines,risk_flags,relation_status,review_status
granisetron,6,2,Nausea and vomiting due to chemotherapy,Grandem Injection | Grandem MD Tablet | Grandem Syrup | Graniforce -MD Tablet | Graniforce Syrup,injection_or_parenteral,composition_level_evidence_only,review_required
haloperidol,6,6,Schizophrenia,Relinase 0.25mg Tablet | Serenace Liquid | Trancodol 20mg Tablet DT | Trancodol DT 1.5 Tablet | Trancodol DT 10 Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
hyaluronic acid,6,5,Osteoarthritis | Treatment of Dry eyes | Wrinkles,Hyalgan Injection | Hyaluron 200mg Tablet | Hylogel Gel | Softvisc New Softvisc Lubricant Eye Drop | Synvisc Hylan GF 20mg Injection,injection_or_parenteral,composition_level_evidence_only,review_required
loperamide,6,1,Diarrhea,Andial 2mg Tablet | Eldoper 2mg Capsule | Lomofen Plus Tablet | Lopamide Tablet | Lupidium Tablet,,composition_level_evidence_only,review_required
lycopene,6,6,Male infertility | Nutritional deficiencies | Infertility | Treatment of Nutritional deficiencies,Critizyme Tablet | New Alene Tablet | Ovafuze Tablet | Paternia XT Tablet | Popson Tablet,,composition_level_evidence_only,review_required
nitazoxanide,6,5,Diarrhea Worm infections | Diarrhea Dysentery | Treatment of Infective DiarrheaTreatment of Worm infections,Netazox Tablet | Nizonide 200mg Tablet DT | Nizonide 500 Tablet | Nizonide Oral Suspension | Nizonide-O Oral Suspension,,composition_level_evidence_only,review_required
phenoxyethanol,6,1,Treatment of Fungal infections,Amocop Cream | Amoron Cream | Amortas Cream | Amrobrut Cream | Emrolfin Cream,,composition_level_evidence_only,review_required
prasugrel,6,2,Prevention of Heart attackPrevention of Stroke | Heart attackPrevention of Stroke,Prasita 10mg Tablet | Prasudoc 10 Tablet | Prasusafe 10 Tablet | Prasuvas 10 Tablet | Prax 10 Tablet,,composition_level_evidence_only,review_required
prochlorperazine,6,3,Treatment of VertigoTreatment of NauseaTreatment of VomitingTreatment of MigraineTreatment of Short term anxiety | Migraine | Treatment of AnxietyTreatment of NauseaTreatment of VomitingTreatment of MigraineTreatment of VertigoTreatment of Short term anxiety,Acuvert Tablet | Emidoxyn 5mg Tablet MD | Emikind-MD Tablet | Stemetil Injection | Stemetil MD Tablet,injection_or_parenteral,composition_level_evidence_only,review_required
saxagliptin,6,5,Treatment of Type 2 diabetes mellitus,Kombiglyze  XR 5mg/1000mg Tablet | Kombiglyze  XR 5mg/500mg Tablet | Onglyza 2.5mg Tablet | Onglyza 5mg Tablet | Qtern 5mg/10mg Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
simvastatin,6,5,High cholesterol Prevention of heart attack and stroke | Prevention of heart attack and stroke,Polycap  Capsule | Simlup 20mg Tablet | Simvofix 10mg Tablet | Simvotin 10 Tablet | Simvotin 40 Tablet,,composition_level_evidence_only,review_required
sultamicillin tosilate,6,2,Bacterial infections,Bactomin 375 Tablet | Bactomin 750 Tablet | Marzon Duo Tablet | Marzon Tablet | Recontrex Tablet,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
tenofovir alafenamide,6,2,Chronic hepatitis B virus (HBV) infection | HIV infection | Treatment of Chronic hepatitis B virus (HBV) infection,Hepbest Tablet | Spegra Tablet | Tafnat Tablet | Tafsure Tablet | Tenohep AF Tablet,,composition_level_evidence_only,review_required
trimethoprim,6,5,Treatment of Bacterial infections | Bacterial infections,Bacstol 200 Tablet | Bacstol Tablet | Bactrim DS Tablet | Bactrim Syrup | Septran DS 800mg/160mg Tablet,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
vinpocetine,6,3,Cognitive enhancer | Alzheimer's disease Stroke Dementia in Parkinson's disease Age related memory loss Head injury | Meniere's disease,Ginkostat 60mg/800mg/5mg Tablet | Gkn-Plus Tablet | Neurovin Tablet | Stablanz-PV Tablet | Tinzit Tablet,,composition_level_evidence_only,review_required
zinc sulphate monohydrate,6,4,Nutritional deficiencies | Treatment of Allergic eye disease | Infertility | Treatment of Bacterial eye infections,Aeocal Max Softgel Capsule | Eyecon Eye Drop | Mibcal Soft Gelatin Capsule | New Alene Tablet | Optihist Eye Drop,,composition_level_evidence_only,review_required
acotiamide,5,1,Treatment of Functional dyspepsia,Acogut Tablet | Acotibien 100mg Tablet | Acotrust  Tablet | Actapro Tablet | Akostol Tablet,,composition_level_evidence_only,review_required
bacitracin,5,3,Bacterial skin infections | Treatment of Bacterial skin infections,Intasporin Powder | Nebasulf Sprinkling Powder | Nebazine Ointment | Neosporin Dusting Powder | Neosporin H Ointment,,composition_level_evidence_only,review_required
bambuterol,5,1,Treatment of Asthma,Montair Plus Tablet | Montek Plus Tablet | Montemac Plus Tablet | Romilast B 10 Tablet | Telekast-Plus Tablet,,composition_level_evidence_only,review_required
calcipotriol,5,2,Psoriasis,Heximar Ointment | Heximar-B Ointment | Pasitrex Ointment | Sorifix Solo Ointment | Soronil 0.005% Ointment,,composition_level_evidence_only,review_required
calcium,5,5,Osteoporosis | Female infertility | Nutritional deficiencies | Treatment and prevention of Calcium deficiency,Hical Suspension | Idrofos Kit | Newbona Fem Tablet | Rockbon Kit | Wytrol Capsule,,composition_level_evidence_only,review_required
canagliflozin,5,3,Treatment of Type 2 diabetes mellitus,Invokana  100mg Tablet | Motivyst Tablet | Prominad Tablet | Sulisent 100mg Tablet | Vokanamet 50mg/500mg Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
capsaicin based rubefacients,5,5,Neuropathic pain | Pain relief,Arigaba Ointment | Gabafix Gel | Orthosenz Ointment | Senseit Gel | Superfen Gel,,composition_level_evidence_only,review_required
cefadroxil,5,3,Treatment of Bacterial infections,Bicef 500 DT Tablet | Odoxil 125mg Suspension | Odoxil 250 DT Tablet | Odoxil 500mg Tablet | Vepan 500mg Tablet,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
cefprozil,5,4,Bacterial infections,Refzil O 250mg Tablet | Refzil O 500mg Tablet | Refzil O 50mg Drop | Refzil O Oral Suspension | Refzil O Suspension,antibiotic_or_antimicrobial,composition_level_evidence_only,review_required
chondroitin,5,4,Osteoarthritis | Arthralgia (joint pain),Anoscha Forte Tablet | Lubrijoint Activ Tablet | Mega FreeFlex Joint Health Tablet | Rejoint New Tablet | Tendolife Capsule,,composition_level_evidence_only,review_required
ciclopirox,5,2,Fungal skin infections Fungal nail infections | Fungal infections of vagina,Nailon Nail Lacquer | Nailrox Cream | Nailrox Nail Lacquer | Synpirox Cream | Synpirox Vaginal Cream,,composition_level_evidence_only,review_required
cyproterone,5,2,Treatment of Polycystic ovarian syndrome (PCOS) | Polycystic ovarian syndrome (PCOS),Elestra Tablet | Ginette 35 Tablet | Harmoni-F Tablet | MY Pill Tablet | Pinkeva 35 Kit,,composition_level_evidence_only,review_required
darifenacin,5,2,Treatment of Overactive bladder (OAB) symptoms,Darilong 7.5 Tablet PR | Dariten OD 15mg Tablet CR | Dariten OD 7.5mg Tablet PR | Deritas 7.5 Tablet PR | Vesigard 7.5 Tablet PR,,composition_level_evidence_only,review_required
desmopressin,5,5,Diabetes insipidus Bed-wetting | Treatment of Diabetes insipidusTreatment of Bed-wetting,Minirin 0.1mg Tablet | Minirin 0.2mg Tablet | Minirin Melt 120mcg Tablet | Minirin Melt 60mcg Tablet MD | Minirin Nasal Spray,chronic_or_specialist_condition,composition_level_evidence_only,review_required
dextran 70,5,2,Treatment of Dry eyes,Ara Eye Drop | Lacrisol Eye Drop | Liketears Plus Eye Drop | Tears Naturale Forte Ophthalmic Solution | Tears Naturale II Lubricant Eye Drops,,composition_level_evidence_only,review_required
diphtheria toxoid,5,5,Prevention of DiphtheriaPrevention of TetanusPrevention of Pertussis Prevention of Hepatitis B infectionPrevention of Haemophilus influenzae Type b disease | Prevention of Meningococcal disease | Tetanus Diphtheria | Tetanus Diphtheria Pertussis,Boostrix Vaccine | Easyfive-TT Vaccine | Menactra Vaccine | Pentavac PFS Vaccine | SII TD-Vac Vaccine,,composition_level_evidence_only,review_required
entecavir,5,2,Chronic hepatitis B virus (HBV) infection,E-Vir Tablet | Entaliv 0.5 Tablet | Entavir 0.5mg Tablet | Entavir 1mg Tablet | Entehep 0.5 Tablet,,composition_level_evidence_only,review_required
eslicarbazepine,5,3,Epilepsy/Seizures,Eslizen 400mg Tablet | Eslizen 600mg Tablet | Eslizen 800mg Tablet | Zefretol 400 Tablet | Zefretol 800 Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
favipiravir,5,2,Treatment of Coronavirus disease (COVID-19),Avigan 200mg Tablet | Fabiflu 400 Tablet | Fabiflu Tablet | Fapvir Tablet | Fluguard 400 Tablet,,composition_level_evidence_only,review_required
gefitinib,5,1,Non-small cell lung cancer,Gefitero Tablet | Geftib Tablet | Geftinat 250mg Tablet | Geftistar 250mg Tablet | Unigef 250mg Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
ginkgo biloba,5,3,Cognitive enhancer | Meniere's disease | Vertigo,Ginkostat 60mg/800mg/5mg Tablet | Gkn-Plus Tablet | Stablanz Tablet | Stablanz-PV Tablet | Tinzit Tablet,,composition_level_evidence_only,review_required
imatinib mesylate,5,2,Treatment of Cancer,Glivec 400mg Tablet | Imat 400 Tablet | Imatib 100 Tablet | Veenat 100 Capsule | Veenat 400 Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
indacaterol,5,3,Chronic obstructive pulmonary disease (COPD),Loftair Capsule | Loftair-L Capsule with Inhaler | Onbrez 150mcg Breezhaler | Onbrez 300mcg Breezhaler | Sequadra Inhaler,,composition_level_evidence_only,review_required
insulin degludec,5,5,Diabetes | Treatment of Diabetes | Treatment of Type 2 diabetes mellitus,Ryzodeg 100IU/ml Flextouch | Ryzodeg 100IU/ml Penfill | Tresiba 100 Units/ml Penfill | Tresiba 100IU/ml Flextouch | Xultophy Injection,chronic_or_specialist_condition | injection_or_parenteral,composition_level_evidence_only,review_required
ketoprofen,5,5,Pain due to muscle spasm | Pain relief | Neuropathic pain,Arigaba Ointment | Infen Plaster | Ketoplast Plaster | Lupiflex 4 Tablet | Lupiflex 8 Tablet,,composition_level_evidence_only,review_required
kojic acid,5,2,Melasma,Anthocyn-TX Cream | Belina Gel | Kojiplus-TX Cream | Melano-TX Cream | Tyrodin Cream,,composition_level_evidence_only,review_required
lansoprazole,5,3,Treatment of Gastroesophageal reflux disease (Acid reflux)Treatment of Peptic ulcer disease | Peptic ulcer disease,Junior Lanzol 15mg Tablet DT | Junior Lanzol 30mg Tablet DT | LAN 30 Capsule | Lanzol 30 Capsule | Pylokit Kit,,composition_level_evidence_only,review_required
levamisole,5,2,Worm infections Skin disorders | Treatment of Parasitic Worm infectionsTreatment of Skin disorders,Dicaris  Adults Tablet | Dicaris  Children Tablet | Vitilex 150mg Tablet | Vitilex 50mg Tablet | Zovorm 150mg Tablet,,composition_level_evidence_only,review_required
linseed oil,5,4,Pain relief,Gelofast Gel | Instaflex Nano Gel | Joyace Nano Gel 2X | Superfen Gel | Vorto Gel,,composition_level_evidence_only,review_required
lumefantrine,5,3,Treatment of Malaria,Lumerax 40mg/240mg Tablet | Lumerax 80 Tablet | Lumerax Dry Syrup | Lumet 80 Tablet | Rezatrin Forte Tablet,,composition_level_evidence_only,review_required
medroxyprogesterone acetate,5,2,Treatment of AmenorrheaTreatment of Abnormal uterine bleedingTreatment of Endometriosis | Treatment of Abnormal uterine bleedingTreatment of Endometriosis,Depo-Provera Injection | Maxogest Tablet | Medace Tablet | Medrogest 10mg Tablet | Meprate 10mg Tablet,injection_or_parenteral,composition_level_evidence_only,review_required
metaxalone,5,1,Treatment of Pain due to muscle spasm,Lysoflam-MR Tablet | Mobiswift-D Tablet | Myospas D Tablet | Myospaz D Tablet | Xaldinac Tablet,,composition_level_evidence_only,review_required
mosapride,5,4,Gastroesophageal reflux disease (Acid reflux) Peptic ulcer disease | Constipation Bloating | Gastroesophageal reflux disease (Acid reflux),Moza 5 Tablet | Moza MPS Chewable Tablet | Moza Plus Capsule SR | Pantop-M Capsule SR | Veloz M Capsule SR,,composition_level_evidence_only,review_required
obeticholic acid,5,2,Treatment of Primary biliary cirrhosis,FXR 10 Tablet | Obenow 10mg Tablet | Obstela 10 Tablet | Ocabile 10 Tablet | Ocabile 5 Tablet,,composition_level_evidence_only,review_required
opipramol,5,2,Anxiety disorder,Opiprime 100 Tablet | Opiprime 50 Tablet | Opiprol 100 Tablet | Opiprol 50 Tablet | Pramodep 50mg Tablet,,composition_level_evidence_only,review_required
piperacillin,5,1,Bacterial infections,Piptaz 4.5gm Injection | Pipzo 4.5gm Injection | Tazar 4.5g Injection | Tazomac 4.5gm Injection | Tazopen 4000 mg/500 mg Injection,antibiotic_or_antimicrobial | injection_or_parenteral,composition_level_evidence_only,review_required
risedronate,5,3,Osteoporosis,Gemcal -Kit | Gemfos Tablet | Gemitrol Kit | Risofos 150 Tablet | Risofos 35 Tablet,,composition_level_evidence_only,review_required
rotavirus vaccine,5,4,Prevention of diarrhea due to rotavirus,RotaTeq Oral Vaccine | Rotarix Oral Vaccine | Rotasiil Oral Vaccine | Rotasure Oral Vaccine | Rotavac Oral Vaccine,,composition_level_evidence_only,review_required
s-metoprolol succinate,5,4,Treatment of Hypertension (high blood pressure)Treatment of Angina (heart-related chest pain)Treatment of ArrhythmiaPrevention of Heart attackPrevention of StrokePrevention of Migraine,Metpure -XL 12.5 Tablet | Metpure -XL 25 Tablet | Mymeto XL 12.5 Tablet | Starcad-Beta 25 Tablet ER | Starcad-Beta 50 Tablet ER,chronic_or_specialist_condition,composition_level_evidence_only,review_required
sofosbuvir,5,2,Treatment of Chronic hepatitis C virus (HCV) infection | Chronic hepatitis C virus (HCV) infection,Hepcinat Tablet | Hepcvel Tablet | Myhep All Tablet | Resof Total 400mg/100mg Tablet | Sovihep V Tablet,,composition_level_evidence_only,review_required
sorbitol,5,4,Appetite stimulant | Acidity Heartburn Stomach ulcers | Fatty liver disease,Aptimust Syrup | Normatone Syrup | Oraxin Syrup | Pantop MPS Syrup Mint Sugar Free | Sorliv Oral Solution,,composition_level_evidence_only,review_required
thalidomide,5,2,Multiple myeloma Lepra reaction,Thalitero Capsule | Thalix 100 Capsule | Thalix 50 Capsule | Thycad 100mg Capsule | Thycad 50mg Capsule,,composition_level_evidence_only,review_required
tizanidine,5,4,Muscle relaxation | Pain due to muscle spasm | Treatment of Muscular pain | Treatment of Pain due to muscle spasm,Alcinac MR Tablet | Nobel MR Tablet | Sirdalud 2mg Tablet | Tizan 2 Tablet | Zerodol-MR Tablet,,composition_level_evidence_only,review_required
triclosan,5,4,Skin infections | Treatment of Dental cavities,Acnox Soap | Kidodent Mouth Wash Bubble Fruit | Klm Klin  Soap | Medsop Soap | Paknet Soap,,composition_level_evidence_only,review_required
tropicamide,5,2,Eye examination | Eye examination Uveitis,Itrop Plus  Eye Drop | Tromide Plus Eye Drop | Tropac Eye Drop | Tropicacyl Eye Drop | Tropicacyl Plus Eye Drops,,composition_level_evidence_only,review_required
troxerutin,5,2,Treatment of Piles | Piles,Hemolit Cream | Oxerute CD 500mg/500mg Tablet | Oxerute Cream | Pilogo Plus Cream | Pilorute Cream,,composition_level_evidence_only,review_required
urea,5,3,Eczema Psoriasis,Lobate S Ointment | Lozivate-MF Lotion | Lozivate-MF Ointment | Powercort-S 3% Ointment | Powercort-S 6% Ointment,,composition_level_evidence_only,review_required
varicella vaccine,5,4,Prevention of Chickenpox,Biovac V Vaccine | Nexipox Vaccine | Variped Vaccine | Varivax Vaccine | Zuvicella Vaccine,,composition_level_evidence_only,review_required
vitamin c,5,4,Nutritional deficiencies | Treatment of Vitamin C deficiency | Arthralgia (joint pain) | Vitamin C deficiency,Eldervit 12 Combipack | Limcor Chewable Tablet Orange | Tendolife Capsule | Vitamin C Injection | Vitcofol-C Combipack Injection,injection_or_parenteral,composition_level_evidence_only,review_required
zoledronic acid,5,2,Osteoporosis Hypercalcemia,Gemdronic 5mg/100ml Injection | Natzold Infusion | Rokfos Solution for Infusion | Zoldonat 4mg Injection | Zolephos 5mg/100ml Infusion,injection_or_parenteral,composition_level_evidence_only,review_required
zonisamide,5,3,Epilepsy/Seizures,Zonegran Tablet | Zonimid 100 Capsule | Zonisep 100 Capsule | Zonisep 25 Capsule | Zonisep 50 Capsule,chronic_or_specialist_condition,composition_level_evidence_only,review_required
abiraterone acetate,4,2,Prostate cancer,Abirapro 250mg Tablet | Xbira 250mg Tablet | Zelgor 250mg Tablet | Zelgor 500mg Tablet,chronic_or_specialist_condition,composition_level_evidence_only,review_required
